index,title,topic_idx
381,재정 조기집행·균형발전 지원…내년 예산집행지침 개정,3
382,국회 건산법 수술 예고… 과잉규제 우려,3
383,국회 입법정치연구회 조직 강화…문정균 박사 부소장 임명,3
384,교통약자 위해 지하철 엘리베이터 설치 기준 완화,3
385,“지역업체 공공조달 참여 확대” 세종시 일반용역 심사기준 개정,3
386,원청사 ‘이중계약서’로 발주처도 속인다,3
387,내년 상반기에 세출예산 73% 배정…‘경제 활력 제고’,3
388,“대금미지급 문제 개선 등 불공정 문화 개선 성과 올렸다”,3
389,“변해야 생존”·“스마트기술이 가져올 패러다임 변화 준비를”,3
390,같은 업종내 2개 이상 주력분야 등록땐 기술인력1명 특례,3
391,발주자 실수로 수의계약 배제 피해업체 구제받을 길이 없다,3
392,윤학수 신임회장 “새로운 희망의 씨앗 키워 번영 이뤄내겠다”,3
393,제2의 대장동 막는다…민관사업 민간 이윤율 제한-분양가상한제 추진,3
394,유대운 이사장 연임안 만장일치 통과…전문조합 1년 더 이끈다,3
395,LH 직원 정원 중 2000명 단계적 감축…모든 직원 부동산거래 조사,3
396,조달청 ‘다수공급자계약’ 기업 부담 완화…물가변동 단가 조정기준 마련,3
397,“지방정부에 공정거래 감독권한 공유”…민형배 의원 법안 발의,3
398,김회재 의원 ‘광주 붕괴사고’ 재발 방지 법안 발의,3
399,정부 지역경제 활성화 세제 지원 강화…지방세·취득세 감면 연장,3
400,정부 “하반기 철근수급 ‘안정’ 전망…사재기 단속·수요 분산 유도할 것”,3
401,정부 공공 발주청 불공정행위도 근절한다,3
402,‘지역중기육성법’ 국무회의 통과…육성정책 추진 위한 법적근거 마련돼,3
403,심상정 의원 최저주거기준 상향 주거기본법 개정안 발의 …“집다운 집 필요”,3
404,‘해고자도 기업별 노조 가입 허용’ 노조법 오늘부터 시행,3
405,산업부·중기부 산업대전환기 중소·중견기업 지원 맞손,3
406,노형욱 장관 “경부고속도로 동탄∼강남 지하화 검토…사업비 3조원”,3
407,홍남기 “서울 집값 고평가…과도한 빚투 하방 위험 우려”,3
408,노형욱 장관 “붕괴 참사 관련 종합적인 제도개선 대책을 만들고 있다”,3
409,산업연 올해 경제성장률 4.0%로 상향…“사상 최대 수출·소비 회복 기대감”,3
410,중소기업계 “50인 미만 주52시간제 계도기간 부여해야”,3
411,김대지 국세청장 “중소기업 세무조사 제외·유예 확대”,3
412,홍남기 부총리 “철근 구매용 긴급경영안정자금 지원 검토”,3
413,LH 직원 20% 이상 감축…취업제한 고위직 500명대로 확대,3
414,철근 대란 최악은 막아야,3
415,어촌·어항 기초조사 때 교통환경 조사 포함…“교통편익 향상”,3
416,예타 지역낙후도 평가할때 교통·문화·환경도 본다,3
417,문 대통령 “2030년엔 해상풍력 5대 강국 달성 기대”,3
418,이해충돌방지법 8년만에 국회 통과…공직자 등 최대 800만명 대상,3
419,“권리 줄이고 처벌은 늘리고” 엇박자 정부정책에 속탄다,3
420,기능인등급제 갈등 싣고 ‘개문발차’ 우려,3
421,국가계약 이의신청·분쟁조정 적용 대상 확대,3
422,정부 다수공급자계약 경쟁 정보 5월부터 전면공개한다,3
423,“부동산 부패 사슬 끊겠다”…정부 ‘부동산 투기근절 및 재발방지대책’ 발표,3
424,방역수칙 1회만 위반해도 운영정지 10일…원스트라이크아웃 법제화 추진,3
425,입찰 담합 손해배상 청구 소멸시효 최대 10년으로 늘린다,3
426,일부 개편이냐 전면 해체냐 수술대 오르는 LH,3
427,공공기관 공시항목에 ‘ESG’ 대폭 확대,3
428,조달청 핵심 구매 규정 8건 개정… MAS 인증취득 부담 완화,3
429,‘예타 면제’ 가덕도 신공항 특별법 국회 통과…발의 92일만,3
430,엉터리 감정해도 처벌못해 제도에 맹점…오류 감정할 감정인 찾기도 난망,3
431,“지자체 사업 부당특약 무효화…저가 입찰자 낙찰 배제”,3
432,“공정한 대금 결정·신속한 지급 가능케 하겠다”…공정위 2021년 업무계획 발표,3
433,역세권 고밀개발 위해 용적률 700%까지 허용,3
434,문 대통령 “예측 상회한 세대수 증가로 부동산 부족”…‘특단 공급’ 예고,3
435,홍남기 부총리 “그린에너지 해외수주 2025년 30GW까지 확대”,3
436,조달계약 조기 집행…상반기에만 32조2000억 발주,3
437,전문업계 “공제조합 관치화 말라” 개악 반대탄원서 5만7000여부 제출,3
438,정부 상반기 중앙 63%·지방 60% 재정집행 목표…역대 최고 수준,3
439,500세대 이상 신축 단지에 ‘다함께돌봄센터’ 설치 의무화,3
440,수도권 균형발전·난개발 방지…4차 정비계획 수립,3
441,불공정 계약 차단한다…조달청 ‘입찰안내서’ 사전공개,3
442,‘코로나19 극복’ 새해 달라지는 제도·법규 274건 한 눈에,3
443,정부 부동산서비스산업 키운다,3
444,변창흠 장관 후보 “역세권 500m·용적률 300%로 상향”,3
445,조달청 재정조기집행·혁신조달 활성화 등 ‘경제회복 지원책’ 추진,3
446,조달청 대안제시형 낙찰제 시범사업 심사기준 개선,3
447,2025년까지 공공병원 20곳 신·증축…병상 5000개 확보,3
448,국회 중기 반발에 초과유보소득세 도입 ‘유보’,3
449,조달청 ‘조달혁신위원회’ 발족…“공공조달 변화·혁신 이끈다”,3
450,혁신중기와 협력·대금지급시스템 활용 종합업체 상호협력평가 우대,3
451,역세권 주거지 용적률 700%로 완화…도심 공급 촉진한다,3
452,경제계 “특고 고용보험 입법안 개선 필요”…국회에 의견 제출,3
453,“그린에너지 기반 구축 사업에 11조3000억 투자”,3
454,“대기업의 중기 기술 탈취 막는다”…비밀유지계약 의무화,3
455,집단소송제 의견수렴 일단 종료…법무부 공청회 예정,3
456,발주자 역량과 안목 키우자,3
457,공정위원장 “전속고발권 폐지 재계 우려 완화 위해 소통하겠다”,3
458,중기부 우수 지역특구 12곳 선정해 지원,3
459,공모전 응모작 저작권은 창작자에게…창작물 공모전 지침 개정,3
460,공공 그린리모델링 789건 추진 중…“지역 랜드마크로 만들어야”,3
461,징벌적 손해배상 전분야 확대 추진…집단소송제도 도입,3
462,산업단지를 친환경 첨단기지로…‘그린산단’ 육성 본격화,3
463,조달청 추석 맞아 하도대 조기지급 등 조달분야 민생 지원대책 시행,3
464,내년 건보료 인상률 2.89%로 결정…경영계 “기업에 과도한 부담”,3
465,하도대 분쟁 공정위만 믿다 소멸시효 놓친다,3
466,노후 학교 2800개동 개선에 18조원 투입한다,3
467,정 총리 “지하고속도로 개발 국민에 녹지 돌려줄 것”,3
468,정총리 “지하 고속도로 개발해 녹지공간 국민에게”,3
469,정부 120조 규모 해외 대형프로젝트 30개 수주 지원 추진,3
470,강남역까지 20~30분…하남교산·과천 광역교통대책 확정,3
471,충남 서해 섬-섬 섬-육지 잇는다…해상교량·연륙교 5개 추진,3
472,올해 광역교통 개선에 6829억원 투입한다…71%는 상반기 조기집행,3
473,낡은 상수도 정비사업 4년 앞당겨 2024년 완료,3
474,집 지으려면,3
475,위기땐 출혈 저가수주 자제해야 함께 산다,3
476,정희용 의원 “2층 이상 건물 난간은 1.2m 이상으로”,3
477,재해예방시설 갖춘 방재지구 건물은 용적률 1.4배까지 완화,3
478,집합건물 공용부분 하자책임 ‘사용검사일부터 5년’ 합헌,3
479,정부 “건물 탄소배출량 5년 내 25% 감축”,3
480,공공건물부터 ‘탄소제로’ 리모델링…‘그린 뉴딜’ 청사진 구체화,3
481,기재부 ‘올해의 적극행정’에 생활SOC 복합건물 예산편성,3
482,지자체 소유 건물 등 740조 공유재산 활용 가치 높인다,3
483,행안부 권역별 메가시티 구축 지원 사업 시작,3
484,한국형 스마트시티 해외 수출 물꼬 튼다…‘K-City Network’ 사업 공모,3
485,국내 첫 특별지자체 ‘부울경특별연합’ 설치…동북아 8대 메가시티 도약 목표,3
486,‘초광역 메가시티’ 정부도 팔 걷었다…1000억원 이하 예타 면제,3
487,문대통령 “세계최고 스마트시티 국가로…2025년까지 10조 투자”,3
488,정부 태국·베트남 등에 스마트시티 협력센터 설치,3
489,기재차관 “내년 예산 편성시 스마트시티 투자 확대”,3
490,스마트시티 규제샌드박스 27일부터 시행,3
491,문 대통령 “한·아세안 세계 스마트시티 선도…시작은 에코델타”,3
492,1조5000억 펀드 마련해 스마트시티 해외투자 지원,3
493,종합건설 연동제 참여 22곳뿐···제도 안착하려면 원청이 변해야,3
494,국토부 PF대출·비아파트 건설 지원 착수···공급대책 본격화,3
495,건설사업 품질관리 대대적 점검··· ​​​​​​업체들 미리 대비하고 준비해야,3
496,건설현장도 숙련된 외국인 추천받는다,3
497,산단 입주 제조기업도 전문건설업 사무실 설치 가능해진다,3
498,“중소 건설현장 떨어짐 사고 지자체 협업 통한 관리체계 구축 필요”,3
499,우미건설 청주 지북 공공지원 민간임대 주택 우선협상대상자,3
500,‘2023 경기도 건설신기술 박람회’ 22~24일 개최,3
501,전문건설공제조합 지역 조합원사도 법률상담 더 쉽게 받는다,3
502,해외건설 정보 알고싶다면 ‘OCG’로 오세요!,3
503,전문건설공제조합 기술교육원 “연말엔 제주 조합원사 뵈러 갑니다”,3
504,‘우리 도시를 스마트하게’ 부천·대전·인천서 시티챌린지 추진,3
505,“수익성 떨어져 업황전망 불투명···건설주 밸류 상단 제한”,3
506,‘전문건설 보호구간 확대’ 정부·여야 공감대,3
507,“건설불황 악영향 최소화 대책 마련할 터”,3
508,5“수익성 떨어져 업황전망 불투명···건설주 밸류 상단 제한”,3
509,7‘전문건설 보호구간 확대’ 정부·여야 공감대,3
510,8종합건설 연동제 참여 22곳뿐···제도 안착하려면 원청이 변해야,3
511,현장형 건설 기능인 양성훈련 확대하고 취업연계 강화한다,3
512,“입법과 정책 통해 건설 지속성장 지원”,3
513,국회 전문건설업계 등 경영계 의견 수용해야,3
514,이달부터 건설사·PF에 7조2000억원 금융 지원,3
515,건설폐기물법 과징금 최대 2억원으로···개정안 통과,3
516,“지역경기 핵심”···지자체 지역건설사 하도급률 높이기 나서,3
517,윤 대통령 “신도시 건설에 기여 기대” 투르크 대통령 “한국 기업 참여 요청”,3
518,2022 동반성장지수 평가···최우수 건설기업 11개사,3
519,국토부 7만 전문건설인의 절규 들었나,3
520,청년 건설기능인 육성‧고용 나서는 전문건설업계,3
521,국토부 앞에 모인 전문건설인들 “상호시장 진출 이후 갈수록 피해 극심”,3
522,전문건설업계 “불공정 생산체계 및 일방적 업역 개방 중단하라”,3
523,“소규모 전문건설시장 보호구간 확대” 국회 여야 잇단 법안 발의,3
524,올 국감 건설분야 상호시장개방 부작용 문제 쟁점,3
525,원희룡 장관 “건설산업 정상화 방안 10월 발표할 것”,3
526,임이자 의원 “건설사업주 전자카드 단말기 설치 않으면 과태료 300만원”,3
527,“영세한 전문건설 보호장치 마련 위한 제도보완 모색 필요”,3
528,‘14년 동결’ 레미콘 트럭수 2년더 묶는다···“건설경기 부진 반영”,3
529,“전문건설 해외 진출 성공 위해 맞춤형 전략 마련은 필수”,3
530,지방 경쟁력 강화 위해 수소 건설·산업기계 평가플랫폼 구축 제안,3
531,“건설업계 내 불법적 이익 나눠먹는 이권 카르텔 철저히 조사해야”,3
532,소규모 건설현장 내년부터 앱 사용해 퇴직공제 신고 가능해진다,3
533,전문건설사 절반 “유보금 갑질 피해 경험”,3
534,윤 대통령 “LH 혁신·건설 카르텔 혁파 차질없이 이행”,3
535,“기존 감리제도로는 한계···건설업계 준법감시인 제도 도입 필요”,3
536,강대식 의원 “스마트건설 활성화 계획 5년마다 수립토록”,3
537,전문·종합건설사 84% “상호시장진출 허용 부정적”,3
538,대통령부터 당정까지 건설산업 ‘이권 카르텔’ 혁파 잇단 선언,3
539,“중소건설사 위기극복에 함께하겠다”,3
540,윤석열 대통령 “아파트 부실 시공 근본 원인은 건설산업 이권 카르텔”,3
541,원희룡 장관 “건설현장 이권 카르텔 도려내고 업무 부실 끊겠다”,3
542,스마트건설 확산 이끈다···‘산·학·연·관 얼라이언스’ 출범,3
543,사우디 “네옴은 현실이다···내년엔 40만명이 현장서 도시 건설”,3
544,문 닫는 건설사 증가 대책 마련 시급,3
545,“분쟁시 민·형사상 책임 면책”···건설노조 노사 임단협서 무리한 요구 논란,3
546,“원도급 횡포 차단 상식이 통하는 건설업계 돼야”,3
547,드러난 건설현장 불법행위···총파업을 한다니,3
548,기재차관 “건설·수산·해운·자원순환 일자리방안 내주 발표”,3
549,복합악재 첩첩···영세건설사들 “하반기 더 겁난다”,3
550,외국인 기능인력 채용 E-7비자제도 있지만···건설업엔 ‘희망고문’,3
551,국토부 2030년까지 공공건설사업 정보 디지털화,3
552,정부 해외건설 수주 350억 달러 달성 ‘총력’···사우디 등과 협력,3
553,저공해건설기계 기준 신설 지원 위한 법적 근거 발의,3
554,2개 이상 업종 보유한 건설사업자 자동으로 등록기준 특례 적용,3
555,산단·지식산업센터 내 부대시설로 전문건설 사무실 허용,3
556,현대건설 사우디서 6조4000억 석유화학 플랜트사업 수주···역대 최대,3
557,원희룡 장관 GS건설 현장 확인점검 철저 지시,3
558,긍지와 자부심을 가진 전문건설인이 되자,3
559,2023년 건설의 날 기념식…각계 인사 1000여명 참석,3
560,정부 건설·수산·해운·자원순환 빈일자리 해소방안 내달 발표,3
561,‘건설의날 기념식’ 15일 개최…금탑산업훈장에 이재흥 에코벨리 대표,3
562,“글로벌 경기 위기속 혁신으로 전문건설 성장 비전 만들자”,3
563,“건설노조라 해서 법치 적용 예외 안돼”,3
564,“건설현장 불법행위 근절”…채용절차법 등 개정 나서,3
565,“건설노조 불법행위 법적 제재 마련 필요”,3
566,원희룡 “공공발주 건설현장부터 쾌적한 휴게공간 마련할 것”,3
567,소규모 건설현장 품질관리 점검 대상 확대,3
568,조오섭 의원 ‘중소건설현장 피해방지법’ 대표발의,3
569,“강경노조·불황 고통 건설업계 애로개선에 적극 나서겠다”,3
570,전건협 ‘입법 설득전’ 결실…건설기계·외국인근로자 법개정안 속속 발의,3
571,정부·지자체 소형 건설현장 사고 줄이기 공조,3
572,국회 건설현장 불법 근절 개정안 의결해야,3
573,건설사건 전문법관 확대…작년 3명 이어 올 5명 추가 선발,3
574,건단련 “건설현장 정상화 5대 법안 개정 추진 환영…실효성·지속성이 관건”,3
575,“전문건설업체 스마트건설·탈현장화 대비 필요하다”,3
576,임이자 의원 “건설현장의 불법행위 근절 위해 법적 실용성 강화”,3
577,“건설노조 불법 뿌리 뽑자”…건설현장 정상화 법안 국회서 발의돼,3
578,스마트건설 전환기술 지원해 생태계 육성,3
579,원도급사에 건설현장 불법행위 신고 의무화한다,3
580,정부·여당 11일 ‘건설현장 불법행위 근절’ 당정협의회…관련 법 개정 착수,3
581,이정식 장관 건설노조원 분신 사망 관련 “불행 재발하지 않게 최선”,3
582,국토부 건설관련 공제조합 운영위원 정수 확대 추진,3
583,표준시장단가 물가반영 건설 맞춤형 물가지수로 선정한다,3
584,건설업 E-9 근로자 재입국 허용기간 1개월로 당겨진다,3
585,서범수 의원 “건설현장 불법행위는 무관용 처벌해야”,3
586,정부 건설업계 위기 극복 위해 선제 대응해야,3
587,“장비 대금 안 올리면 파업” 건설기계사업자 단체들 일방통보로 ‘현장 멘붕’,3
588,표심만 관심 여야 전문건설현장은 안중에 없나,3
589,빈일자리 21만개…정부 건설·해운업 근로자 취업 유도,3
590,“공기 맞춰야 하고 계절 영향 받는 건설산업엔 근로시간 유연제 필요”,3
591,국토부 “가덕도신공항 적기 개항 가능”…건설업계에 협조 요청,3
592,“재건축·재개발 일부 조합원들 건설사에 과도한 요구 횡포 사라져야”,3
593,한덕수 총리 “건설현장의 적폐 근절…하나하나 개혁 중”,3
594,지자체들 “지역건설 살리자” 하도급률 목표 상향,3
595,“지역건설업체 수주율 50% 달성하자” 경남도-시·군 공조,3
596,대구시 건설·인사비리 공무원 ‘원스트라이크 아웃’,3
597,김문수 경사노위원장 “건설현장 노사 불법과 타협 말라”,3
598,충남도 300억원 이상 건설사업에 지역업체 진입 지원,3
599,건설현장의 불법행위 종언을 고할 때다,3
600,“건설사고 신고·원인분류·조사 체계화해야”,3
601,전문건설공제조합 전문건설 지원 뛴다,3
602,월례비는 건설현장에서 사라져야 할 유물,3
603,이원재 국토차관 “건설노조 부당요구에 원청도 함께 대응 나서야”,3
604,건설노조 준법투쟁 태업 예고…정부 선제대응 시험대 올라,3
605,건설노조 불법부당행위 증언대회서 나온 현장의 목소리,3
606,정부 “가짜 노동·가짜 노동자 없애야 건설업이 건강해진다”,3
607,건설기술용역 지역제한 3억3000만원 미만으로 확대,3
608,송석준 의원 “납품단가 연동제 건설업계의 특수성 반영 방안 필요”,3
609,건설업계 현안 해결 나선 송석준 의원…“지역·중소 건설사 활성화 노력”,3
610,울산경자청 건축·주택건설사업 통합심의 기간 3개월 단축,3
611,정부 “화물연대 집단운송 거부로 인한 건설업체 피해 없도록 최선 다할 것”,3
612,시설물업체 94%가 종합건설 전환…전문·종합 수주 불균형 심화 우려,3
613,건설사업관리기술인 발주청에 불법행위 즉각 보고해야,3
614,“불황일 때 건설산업은 경제활성화 마중물…정부는 SOC예산 늘려야”,3
615,원희룡 장관 “출근도장만 찍는 가짜 건설근로자 퇴출”,3
616,건설노조 조합원 채용강요 등 불법행위 신속하게 형사처벌,3
617,검경 합동 ‘건폭수사단’ 출범…“건설현장 불법행위 근절”,3
618,윤 대통령 “건설폭력 완전 근절될 때까지 강력 단속할 것”,3
619,원희룡 10대 건설사와 불법행위 근절 간담회…“건설현장 정상화 협조해달라”,3
620,대한전문건설협회 ‘건설현장 바로세우기’ 선봉에 섰다,3
621,정부 건설업 힘든 줄 모르나…중기 지원정책 대상서 홀대 여전,3
622,국토부 건설시장 불안에 보증체계 관리 강화·제도개선 나서,3
623,종합·전문 영역 존중하는 건설산업 생산체계 복원해야,3
624,원희룡 장관 “청년 해외건설인에 주택 특공·소득세 감면”,3
625,윤영석 위원장 “다양한 금융·세제 지원 통해 건설경기 살리기에 힘쏟겠다”,3
626,건설노조 불법행위 폐습 고리 이번엔 끊자,3
627,‘인분 아파트’ 사라지나…건설현장 화장실 추가 설치된다,3
628,국토부에 사법경찰 권한 검토…“건설현장 불법행위 끝까지 판다”,3
629,원희룡 “건설노조 불법 행위 법 개정해서라도 모두 환수”,3
630,“시공역량 중심 건설시장 재편”…건설업역 칸막이 폐지 후속 입법,3
631,건설업 특성 간과한 두 정책,3
632,건설혁신 지금부터가 더 중요하다,3
633,전문건설업종 28개→14개로 통합…2022년에 공공·2023년부턴 민간까지 적용,3
634,정부·지자체 중기정책서 ‘건설업 홀대’ 개선,3
635,도시재생사업 직접수주 전문건설엔 아직 ‘먼일’,3
636,불황에도 건설업 규제 법안 잇단 발의 우려,3
637,동반성장지수 발표…건설사 최우수등급 5곳·우수등급 6곳 포함,3
638,건설 디지털화는 선택 아닌 필수,3
639,드론·자율차·건설스타트업 국토교통 정책펀드로 지원한다,3
640,국토부 건설엔지니어링 업역 통합 추진…고부가가치 산업 육성,3
641,K-건설 정신으로 난관 헤쳐나가자,3
642,천안시 지역건설 활성화 위해 ‘의무 공동·하도급 참여비율 확대’,3
643,거리두기 3단계? 고위험시설? 코로나19 재확산에 건설현장 다시 초비상,3
644,기후변화는 건설업계에 양날의 칼,3
645,월 8일 이상 일하는 건설일용직 국민연금 사업장가입자로,3
646,전국 ‘소상공인 시설개선사업’ 비건설사업자 불법 시공 우려,3
647,전문건설 올해 시평 5.8% 늘어 208조…국토부 시공능력평가 결과 발표,3
648,정부 “임대주택 공급하는 주택건설업체 종부세 인상 예외검토”,3
649,삼성물산 7년째 시공능력 1위…SK건설 10위 재탈환,3
650,건설생산체계 개편 마무리 잘해야,3
651,디지털·그린에 가려진 SOC…건설업계 “체감 어렵다”,3
652,조달청 AI 활용한 맞춤형 건설 일자리 정보 제공,3
653,박선호 차관 “그린뉴딜 대응해 건설업계 선제적 준비해달라”,3
654,단종에서 스마트 건설 시대까지,3
655,고신용 종합건설사 하도대 지급보증확인서 교부 면제 특혜 폐지,3
656,건설 업역폐지 시범사업에 지자체도 참여키로,3
657,중대 건설사고 중앙정부에 처벌권 추진,3
658,김도읍 의원 “부실 시공 건설사업자 처벌 강화해야”,3
659,건설사업자와 건설업 패싱,3
660,대변혁 예고 포스트코로나 시대…건설업계 화두는 ‘스마트화’,3
661,“희망의 대한민국 건설이 열어갑니다”…‘2020 건설의날’ 기념식 개최,3
662,건설기계 검사제도 대폭 강화…미수검 과태료 최대 25배 인상 추진,3
663,건설현장 적정공기 산정 의무화 무리한 공기 단축 땐 형사처벌,3
664,사망사고 없고 현장 많은 건설사는 ‘벌점 경감’,3
665,전문건설산업 미래를 밝히는 든든한 동반자가 되겠습니다,3
666,터널 속에서 맞은 건설의 날,3
667,상호실적 인정 전문 100%·종합 3분의2…건설 혁신방안 후속입법,3
668,건설혁신은 융합 통한 상생 발전이다,3
669,새 국회 문 열자 건설법안 발의 잇달아,3
670,정부 3만8000개 건설현장·사업장 코로나 점검 나선다,3
671,21대 건설적 국회와 건설혁신,3
672,민간발주 잇단 연기… 중소건설사들 “수주 절반 줄었어요”,3
673,서울시 건설노동자 국민연금·건강보험 전액 지원,3
674,국가균형발전 대형프로젝트에 지역건설사 참여 의무화,3
675,정책 곳곳서 ‘중소건설사 패싱’,3
676,도시숲법·건진법·산안법 등 건설 법령 국회 본회의 통과,3
677,건설근로자 긴급 생계비 대부 서비스 온라인으로 가능,3
678,중기 10곳 중 8곳 코로나19로 경영 타격…건설업체도 절반가량 피해,3
679,주택협회 “코로나 위기 극복 위해 주택건설산업 규제 완화 필요”,3
680,건설에 던져진 경고음들,3
681,중기부 정책서 여전히 홀대받는 중소 건설사들,3
682,도시자연공원구역 내 주차장·실내체육시설 건설 허용,3
683,김연철 장관 “동해북부선 건설은 곧 ‘한반도 뉴딜’”,3
684,방역과 경제와 건설,3
685,건설업계 “코로나19 고용유지지원금 현장 적용 어려워…건설업 특성 반영 필요”,3
686,“건설로 위기 극복” 공공기관 건설투자 속도전,3
687,건설근로자에 최대 200만원까지 긴급 생활안정자금 무이자 대부,3
688,“건설이 경제위기 극복 열쇠” 건협 SOC 예산 확대 등 63개 건설과제 제안,3
689,“게임용 ‘실시간 3D’ 기술 글로벌 건설·제조산업으로 확산추세”,3
690,공정위 인력부족에 신고사건 절반은 심사 않고 종결…건설하도급 사건처리도 줄어,3
691,코로나 대응 중소건설사 특별융자 지원금 보름간 1500억원,3
692,‘예타’ 면제 SOC 사업에 지역 건설사 참여 의무화,3
693,건설 일용근로자 1인당 최대 200만원 무이자 대출…8만7000명 혜택 예상,3
694,“종합건설업체 하도대지급보증 면제 특혜 폐지”…개정 하도급법령 국무회의 통과,3
695,부산시 지역 건설경기 부양…조기발주·규제 완화,3
696,건설현장 신속대응팀 구성해야,3
697,매출채권으로 받은 ‘토지’도 건설업 실질자본 인정키로,3
698,경남도 지역건설 활성화 위해 주계약자제‧분리발주 적극 활용키로,3
699,스마트시티 등 건설기술 감염병 확산 대처에 효과…상용화 서둘러야,3
700,지자체들 코로나발 경기 침체 막기 안간힘…건설 지원책 시행,3
701,정부 코로나19로 위기 맞은 건설업에 긴급융자 처방,3
702,울산 건설업체 4개 사업 4405억원 수주 전망,3
703,건설현장에 기능인등급제·전자카드제 도입…일자리위 후반기 일자리정책 방향 발표,3
704,지자체 국유지에 SOC건설 길 열린다…국유재산법 개정안 국회 통과,3
705,울산시 주계약자제도‧지역의무공동도급으로 건설업 활력 높인다,3
706,김해시 코로나19로 얼어붙은 지역경제 건설사업으로 살린다,3
707,대전시 민원처리 기간 줄여 건설경기 살린다,3
708,울산시 건설산업 활성화 통해 지역경제 재도약 추진,3
709,건설업 대출잔액 6년 만에 40조 넘어,3
710,건설적 거리두기,3
711,코로나19 장기화로 건설현장 비상…하도급사 대응은 이렇게,3
712,9월까지 전문 대업종화 등 건설구조 개편 완료 추진,3
713,건설업계 “부당특약 무효화 등 건설관련 법안 20대 국회 통과 절실”,3
714,건설현장도 코로나 뚫렸다…경북 성주서 건설근로자 확진,3
715,국토부 글로벌 해외건설 이끌 PPP 전문가 6월부터 본격 양성,3
716,건설퇴직공제 의무가입 대상 늘리고 기계대여 이행보증액 줄인다,3
717,종합건설사 78곳 작년 132차례 하도급업체에 대금 미지급,3
718,국토부 해외투자 PIS 제안형 펀드 출시…해외건설 수주 효자되나,3
719,‘업무량 급증’ 기업도 주 52시간제 예외 허용…건설업엔 그림의 떡?,3
720,플랜트·건설·스마트시티 펀드 본격 출시,3
721,국토부 산하 건설현장 체불 ‘0’,3
722,2020 건설혁신과 상생도약의 해,3
723,“2020년은 건설현장 안심일터 원년”…국토부 새해 건설정책 예고,3
724,2020 건설인 신년인사회…“첨단산업 도약하고 변화 대응해 나가자”,3
725,전문건설 둘러싼 시장·제도 변화 선제대응해야,3
726,새해는 건설이 거듭나는 해,3
727,김영윤 대한전문건설협회 중앙회장 겸 신문 발행인 신년사,3
728,건설업계 이번엔 ‘관공서 휴일 적용’ 속앓이,3
729,당정 “지역 건설 살린다”…국가균형발전 사업에 지역의무공동도급제 적용,3
730,조성욱 공정위원장 “중소 건설사 일한 만큼 보상 받는 환경 만들겠다”,3
731,건설은 일자리 창출의 최후 보루,3
732,올해 해외건설 수주 작년 대비 31% 감소…13년만에 최저,3
733,또 멈춘 국회 정쟁에 건설법안 줄줄이 스톱,3
734,건설업계‧더불어민주당 “인프라 투자에 지역기업 참여 확대” 한 목소리,3
735,건설정책연구원 “내년 전문건설 계약액 0.3% 늘어 93조 예상”,3
736,건설수주·경기 선행지수 상승…건설기성은 21개월 연속 하락,3
737,한은 “내년 경제성장률 2%대 초반…건설투자는 조정 이어질듯”,3
738,첫 스마트 건설기술 엑스포 열렸다… “스마트건설 R&D에 6년간 2000억 투자”,3
739,9월 건설업 창업기업 4472개…전년동월비 5.2% 증가,3
740,건설현장 불법인력 줄이고 근로자 체계적으로 육성·관리한다,3
741,당정 “건설일자리 채용구조 혁신 합당한 보상 받도록”,3
742,“노조원 우선고용”…전국 건설현장 63.4% 노조 위법 단협에 몸살,3
743,“건설근로자 퇴직공제부금 수급자격 확대해야”,3
744,33세 건설정론지의 성찰,3
745,건설산업 변화와 혁신의 중심이 되겠습니다,3
746,이젠 건설사업자,3
747,스마트건설은 현실이자 미래 먹거리,3
748,건설현장에 기능인등급제와 전자카드제 도입된다,3
749,건설투자 확대하라는 대통령의 주문,3
750,3분기 건설투자 전기대비 5.2% 급감…건설업 생산도 4%↓,3
751,인프라 건설 승인 배로 늘린 중국…“향후 수년간 투자 증가”,3
752,문 대통령 “경제 활력 회복 위해 건설투자 확대할 것”,3
753,기업 28%는 이자도 못벌고 기술인은 노령화 가속…건설업 이중고 수렁서 허덕,3
754,김현미 장관 “수도권 주택공급‧좋은 건설일자리 지속 추진”,3
755,8월 건설업 신설법인 863개…전년동월비 10.2% 증가,3
756,건설기계기사 등 4개 직종 특수형태근로자 공정위 보호 받는다,3
757,내년 주52시간제·유급공휴일 확대… 속앓는 건설업계,3
758,건설노조 건설기계 전체로 세불리기 나서,3
759,“국감서 하도급갑질 위증”…국회 정무위 GS건설 임병용 대표 고발한다,3
760,동양건설산업 사상 초유의 하도급대금 ‘줬다 뺐기’ 황당 갑질,3
761,한국형 디스커버리제(소송 전 증거수집제도) 건설업엔 유리? 불리?,3
762,“건설기계 산업 발전 정부차원 제도적 지원 필요”,3
763,국토부 중장기 업역통합‧발주제도 등 건설혁신 후속 이행방안 마련 착수,3
764,건설혁신을 위한 줄탁동기,3
765,행안부 민간위탁업무 총괄관리 추진… 건설업계 ‘옥상옥 규제’ 반발,3
766,불경기 건설업에 서광이,3
767,‘건설업 자본금 특례’ 2010년 이전 소급허용…건설활력 높인다,3
768,올해 국감서 ‘건설산업 혁신방안’ 다뤄질까?,3
769,상반기 건설업 신설법인 5533개… 전년동기비 10.3%↑,3
770,건설노조 ‘기득권 지키기’ 고수… 노정갈등 양상,3
