index,title,topic_idx
334,법무법인 비트 ‘AI 석학’ 카이스트 양은호 교수 기술 고문 영입,0
335,KAIT ‘생성형 AI·SW 그랜드 세미나’ 개최,0
336,생성형AI가 소비자에게 제공하는 결과물은 정보일까 광고일까?,0
337,KAIT 생성형AI·SW 그랜드 세미나 개최,0
338,AI 활용해 국산 신약 앞당긴다…신약-AI 기업 협업과 혁신 `시동`,0
339,생성AI스타트업협회 오는 25일 출범식 개최,0
340,AI 경쟁력? 중요한 건 기술보다 제도…진화론적 접근 필요,0
341,SK㈜ C&C AI 디지털 미래 신입인재 채용 실시,0
342,모든 제품에 'AI 신뢰성' 더했다…'드림포스2023' 가 보니,0
343,AI로 이상상황 감지해 산불 예방…알체라 '융합 심포지엄 2023'서 기술 발표,0
344,SKT AI로 반려견·견주 연결 영상…유튜브 공개,0
345,KT 동대문구·삼육서울병원·휴마니타스와 ‘AI 의료 선도도시 모델 구축사업’ 추진,0
346,진학사 캐치 나만을 위한 맞춤형 채용 공고 ‘AI 매칭’ 오픈,0
347,누구나 딥러닝 기술을 쉽게…“‘AI계 어도비’ 꿈꾸는 뉴로클”[AI코리아대상],0
348,“진단·추천으로 혁신”…뤼이드 LLM에 날개 다는 교육[AI코리아대상],0
349,한국형 오픈 LLM 선두주자 업스테이지[AI코리아대상],0
350,내년엔 금융·의료로 확대…[AI코리아 대상] 이모저모,0
351,AI로 세상을 바꾼다…기술·서비스 탁월한 기업들[AI코리아대상],0
352,“기업용 LLM 앱 쉽게 만드세요”…美 스택AI와 경쟁한다,0
353,5G홀로그램·AI 아나운서 등 콘텐츠 체험하고 즐기다 [현장르포],0
354,민관 수출개척단 美 구글·오픈AI 방문... AI·클라우드컴퓨팅 등 디지털협력 강화,0
355,"통신 3사 ""AI로 어르신 돌봄 챙겨요""",0
356,5G 홀로그램 AI 아나운서 등 눈길 [광주 에이스페어],0
357,네이버 정책위반게시물 지난해 하반기 3853만건… AI가 91% 삭제,0
358,안전한 AI 생태계 앞장…세일즈포스 구글과 맞손,0
359,과기정통부 구글·오픈AI 만나 AI협력 강화,0
360,온라인 제품 판매량 예측할 AI 모델은?…'LG 에이머스 해커톤' 개최,0
361,SKT 반려견을 주제로 한 AI 디지털캠페인 ‘시고르자브 보건소’ 선봬,0
362,과기정통부 AI 신뢰성·품질 대상제 신설···장관상과 상금,0
363,"[인터뷰] 증가하는 전자금융사기에 대한 SAS의 대처 ""AI와 SaaS로 금융범죄 걸러낼 그물망 좁힌다""",0
364,삼성전자와 SK하이닉스가 AI 시대를 이끌어가는 방법[티타임즈],0
365,뉴로클 “AI 딥러닝 기술 누구나 쉽게 사용하죠”[AI코리아대상],0
366,구글 AI ‘제미니’ 파라미터 1조개라는데… 네이버 ‘하이퍼클로바X’는?,0
367,KT 포포인츠 호텔에 AI 배송로봇 도입,0
368,세계신문협회(WAN) 언론사 권리 위한 ‘글로벌 AI 원칙’ 발표,0
369,"지란지교데이터 유병완 신임 대표 선임.. ""생성형 AI 대응 기술 고도화""",0
370,AI로 광주 도시문제 해결하자…'시빅테크 네트워크' 출격,0
371,인텔리코리아 세계국가유산산업전에 AI 기반 CAD 출품,0
372,묻지마 범죄 인공지능이 막는다…'흉기난동 예방 AI' 등장,0
373,'롯데 생성AI' 공개 메타 라마2 기반에 그룹사별 특화지식 녹였다,0
374,진단·추천으로 학습 방식 바꾼다…뤼이드 AI로 교육계 혁신[AI코리아대상],0
375,업스테이지 세계서 기술력으로 주목받는 AI 스타트업[AI코리아대상],0
376,가우디오랩 “소리 생성AI 기술로 콘텐츠 제작 패러다임 바꾼다”[AI코리아대상],0
377,"소상공인 돕는 KT…""AI 통화비서로 골목상권 DX""[AI코리아대상]",0
378,네이버-복지부 자살 예방 나선다…AI 활용 방안도 모색,0
379,"로앤컴퍼니 ""법률 서비스 선진화 위해 끊임없이 도전할 것""[AI코리아대상]",0
380,SKT·서울시수의사회 `맞손`…AI로 반려동물 의료복지 돕는다,0
381,흉기 보이면 일단 집중 추적...범죄 대응 AI 등장,0
382,'이루다' 만든 스캐터랩 기업 시장 진출…소셜AI 컨설팅,0
383,전주시 생성AI·메타버스 주제로 '테크 트렌드 콘서트' 연다,0
384,美의회에 모인 AI 권력들 “우리를 규제해 달라”,0
385,AI 걱정에 한달음... 머스크부터 저커버그까지 국회 총출동한 테크 거물들,0
386,韓美 ‘신뢰할 수 있는 AI’ 등 디지털 협력 강화,0
387,"[오픈테크넷서밋2023] VM웨어 ""기업 AI 도입에 중요한 '프라이버시'…프라이빗 AI로 극복""",0
388,유아이패스 구글 클라우드용 버텍스 AI 커넥터 공개,0
389,AI가 굴리는데 영 신통찮네…적자 쌓이는 로보어드바이저社 [긱스],0
390,내년 예산 9090억 투입…'전국민 AI 일상화' 시대 연다,0
391,KT 청남대에 관람객 편의·안전 돕는 ‘AI 로봇’ 도입,0
392,"김태수 네오사피엔스 대표 ""AI가 기쁨·슬픔까지 담은 목소리 만들어내죠"" [긱스]",0
393,카카오모빌리티 ‘NEMO 2023’ 성료‥모빌리티 특화 생성형 AI도 주목,0
394,[신간] AI 시대 엔터테인먼트의 미래,0
395,'교육현장부터 소상공인까지'...AI 국민 삶 곳곳에 스며든다,0
396,정부 국민 ‘AI 일상화’ 시대 앞당긴다… 예산 9090억원 투입,0
397,정부 9000억 투입해 일상·복지·행정 등 전반에 AI 접목한다는데...,0
398,“AI 일상화에 내년 9천억 예산 투입..AI 수요창출”(종합),0
399,플랫폼·솔루션에 AI 결합…기업 생산성 향상 극대화,0
400,“이러다 웨이브·티빙 다 죽는다” … AI기술로 OTT 살리기 나선 정부,0
401,테슬라 AI슈퍼컴 '도조'가 뭐길래…머스크의 큰 그림은,0
402,정부 누누티비 자동 탐지 AI 기술개발 나선다,0
403,'AI 플랫폼' 뤼튼 누적 가입자 8개월새 100만명 돌파,0
404,MS-네이버와 제휴…멀티엔진 AI전략 내놓은 삼성SDS,0
405,업스테이지 롯데쇼핑과 유통 특화 생성AI 활용 협력,0
406,엔씨 AI 트위니 자율주행로봇에 탑재,0
407,[김나인의 `樂樂한 콘텐츠`] 수작업 하던 자막 AI로 빠르게… SK브로드밴드 생성시스템 독자 개발,0
408,베일 벗은 '삼성 AI' 패브릭스,0
409,[뉴스해설]AI·디지털 기술로 콘텐츠·유통 경쟁력 제고...글로벌 주도권 확보,0
410,“미팅 회의록 작성해 담당자에 e메일” AI 사원이 ‘열일’,0
411,파수 생성형 AI 시대 준비하는 데이터 관리‧보안 주제로 행사 개최,0
412,파수 'FDI 서밋'개최… 'AI시대 데이터 관리 전략' 제시,0
413,텔레그램 마약 은어가 술술…다크웹 AI에 30개국 관심 쏠렸다,0
414,세일즈포스 아인슈타인 'AI 비서'로 근무 시작,0
415,“AI가 제작 돕고 누누티비 단속”···정부 한국형 넷플릭스 육성,0
416,AI 품은 삼성SDS 협업 솔루션 '브리티 코파일럿'의 핵심 포인트는?,0
417,“화상미팅 회의록 작성해 담당자에 e메일 전송”···삼성SDS 기업용 AI 출사표,0
418,업스테이지 롯데쇼핑과 생성형 AI 활용 업무협약,0
419,"드디어 공개된 삼성SDS 생성AI 서비스…""보안 강화에 중점"" (종합)",0
420,KTOA KIF와 2000억 규모 펀드 결성…AI 등 디지털 기술 투자,0
421,카카오 생성AI 활용한 이모티콘 입점 계속 제한한다,0
422,국내 주요 AI 기업들 ‘안전한 인공지능’ 위한 평가 데이터 구축한다,0
423,오픈소스가 인공지능의 요람인 이유,0
424,생성형 인공지능 경쟁 본격화…메타 인스타에서 AI비서 부른다,0
425,[신간] 한국인이 알아야 할 인공지능,0
426,광주서 국제 인공지능 전시회 개최,0
427,[고든 정의 TECH+] 인공지능 게임 성능 향상 기술의 화룡점정 – 엔비디아 DLSS 3.5 공개,0
428,[2023 미디어의 미래] 인공지능이 칵테일 신제품까지 개발한다?,0
429,[2023 미디어의 미래] 생성형 인공지능으로 '광고카피'에 '제품 이미지'까지 만든다,0
430,"채널톡 인공지능팀 신설…""자체 LLM 구축""",0
431,인공지능 기술로 만든 우표,0
432,말하는 인공지능 유관순 우표,0
433,[DD 퇴근길] 뭐? MS가 또? “이번엔 PC 윈도에 인공지능을 넣어봤습니다”,0
434,"AI 산업 육성 기반이 될 '인공지능법'..전문가들 ""법적 기반 시급""",0
435,묻지마 범죄 인공지능이 막는다…'흉기난동 예방 AI' 등장,0
436,핵이 부를 파멸 내다본 오펜하이머와 인공지능 개발 후회하는 힌턴…‘선지자의 반성’으로 역사는 쓰인다[전문가의 세계 - 박승일의 영화X기술],0
437,어르신 돕는 인공지능 로봇?…10억 들였지만 방치,0
438,'인공지능 지방행정 활용 및 규제개선 방안' 세미나 개최,0
439,위험 시설물 점검에 AI로봇·드론 활용…법적근거 만든다,0
440,‘소멸도시’에 맞는 도시계획 짠다…AI도 활용,0
441,조달청 AI 활용한 맞춤형 건설 일자리 정보 제공,0
442,조달청 나라장터 전면 개편…AI·블록체인 등 첨단기술 적용,0
443,전기차 배터리 수명 획기적 연장... KAIST 세계 최고  전해액 개발,0
444,공짜로 AI 이미지 생성하세요…MS '달리3' 도입 선수치기,0
445,앱 등 IT개발 발주기업과 프리랜서가 직접 거래한다,0
446,클라우드플레어 AI 위한 신규 개발자 플랫폼 출시,0
447,아이온큐 엔터프라이즈급 양자 컴퓨터 ‘포르테 엔터프라이즈’ 및 ‘템포’ 공개,0
448,오브젠 생성형 AI 신제품 세미나,0
449,[전문가기고] 물류창고에 로봇을 도입하기 전 해야 할 다섯 가지 질문,0
450,SK텔레콤 반려동물 AI 서비스 ‘엑스칼리버’ 글로벌 진출 본격화,0
451,SKT '반려동물 AI 서비스' 일본 진출,0
452,SKT 반려동물 AI 진단 서비스 '엑스칼리버' 일본 간다,0
453,삼성전자 캐나다 반도체 업체 ‘텐스토렌트’ 4나노 AI 칩 생산,0
454,톰 행크스도 당했다… 美할리우드 습격한 ‘AI 딥페이크’,0
455,보안 높이고·환각·비용 낮추고…프라이빗 LLM 뭐길래,0
456,[AI트랜스포메이션③] AI 물결 데이터센터 냉각 방식도 바꾼다,0
457,20년 전보다는 달라야 하지 않겠나…AI 윤리 어디까지 왔나,0
458,금리 우려에도 ‘빅테크’ 견고… 삼성 加 텐스토렌트 ‘차세대 AI칩’ 수주 [美 증시 & IT],0
459,네이버 하이퍼클로바X 학습기준 깜깜···이전 버전은 블로그 학습 최다,0
460,맞대결 벌이는 메타 퀘스트3 vs 애플 비전 프로…승자는?,0
461,"오픈AI와 밀월 관계 끝내나…MS ""저렴한 자체 AI 챗봇 만든다""",0
462,챗GPT 인터넷 접속한다,0
463,"오픈AI 하드웨어 기기 내놓나…""애플 전 디자이너·손정의와 'AI의 아이폰' 개발""",0
464,이동통신 3사 '통신' 특화 AI 서비스,0
465,"'프라이빗 AI' 힘주는 VM웨어…""기업·정부 관심 뜨겁다""",0
466,AI 일상화 시대…레시피도 AI가 척척 추천,0
467,대형 공공기관·인텔이 'AI·클라우드' 파트너로 베스핀글로벌 찜한 이유[테크체인저],0
468,[인터뷰] 보안 넘어 VDI 사업 진출한 소만사… “성능‧가격 모두 외산대비 우월”,0
469,시큐레터 이어 IPO 돌풍 이끈 한싹 클라우드 전환·AI 사업 다각화 박차,0
470,내 전세대출 심사 AI가 했다고?… 금융AI의 진화 위험 없을까,0
471,[인터뷰] 코스닥 입성한 크라우드웍스 AI 시대 '청바지' 만드는 이유,0
472,[IT돋보기] 사이버 세상의 당신 생성형AI 만나 진화 중인 '버추얼 휴먼',0
473,[워크데이라이징] 막 내린 워크데이 라이징…생성AI·ML 비전 공유 (종합),0
474,"[워크데이라이징] 단독 대표 체제 전환하는 워크데이 ""생성AI 커다란 기회""",0
475,"[인터뷰] ""생성AI 포함된 워크데이 제품 게임체인저 될 것""",0
476,추석 연휴 가게 어쩌지…KT AI로 소상공인 돕는다,0
477,AI로 '엄빠 돌봄'…'라스트 마일'의 새로운 의미가 나올 때[기자의눈],0
478,"팀 쿡 ""애플도 챗GPT 같은 생성AI 개발 중""",0
479,네이버 하이퍼클로바X 학습 기준 깜깜…블로그 비중이 1위?,0
480,“개발부터 최적화까지”…VM웨어 AI 더한 '탄주'로 韓 기업 돕는다,0
481,쏟아지는 생성 AI…글로벌 사용자 1위는? [긱스],0
482,자사몰 키우는 ‘앱’ 시장 확대…AI∙숏폼·뉴스레터 ‘각양각색’,0
483,우리 할머니 美 대학생으로 바꿔볼까…최태원·백종원도 반한 'AI프로필',0
484,[르포] U+AI콜봇 돌발질문도 척척… B2B 솔루션 17종 한곳에,0
485,SKT 반려동물 AI 서비스 글로벌 진출 본격화…日 애니콤과 맞손,0
486,SKT 日 반려동물 보험그룹과 AI 헬스케어 연구 협력,0
487,SKT '에이닷'·KT '믿음'·LGU '익시'…통신업계에 부는 생성형 AI 돌풍,0
488,[AI트랜스포메이션②] NHN클라우드 데이터센터·반도체로 AI 대전환 시대 특화 전략 전개,0
489,창작자 생성 AI로 노동한 대가 받는다,0
490,"[워크데이라이징] 협력 강화하는 워크데이-AWS ""직원 생산성 향상될 것""",0
491,"[인터뷰] LG CNS ""공장 모든 데이터 쓸모 있다…빅데이터 분석에 최적""",0
492,"[워크데이라이징] ""AI 기능 추가된 워크데이 솔루션 사용자 경험 향상시킨다""",0
493,"[워크데이라이징] ""기업용 생성AI 보안 중요해…안전한 활용 필요하다""",0
494,오픈AI·조니 아이브·손정의 맞손… '챗GPT 아이폰' 나올까,0
495,"팀 쿡 ""비전 프로 ‘공간 컴퓨팅이 미래’라는 확신 줬다""",0
496,"[K-AI 열전②] ""AI 골드러시 시대""…이통 3사도 AI로 탈통신",0
497,오픈AI 개인정보지침 한국어 버전 게시…非영어권 언어 중 유일,0
498,[K-AI 열전③] 한국판 오픈AI 있다…중소·스타트업의 세계 도전,0
499,[네이버 어벤저스] 지금은 클로바X 육아 중…MBTI ‘F’ 한스푼 넣은 AI,0
500,[인터뷰] ‘AI 석학’ 제리 카플란 “생성형 AI 시대 주인공은 GAFA 아닌 새로운 기업이 될 것”,0
501,“AI가 불평등 심화…정부가 개입해 발전 방향 전환해야”,0
502,CIA 자체 AI개발…“국가 안보와 중국 견제”,0
503,오픈AI·소프트뱅크·러브프롬 'AI 전용 기기' 개발 협력,0
504,네이버클라우드 현대IT&E와 ‘하이퍼클로바X’ 기반 비즈니스 협력 구축,0
505,'스마트홈' 위해 손잡았지만...삼성·LG 가전 앱은 Z세대 붙잡기 경쟁 중,0
506,[미래 모빌리티]③삼성·LGD 정조준…“차량용 OLED 뜬다”,0
507,메타 AI 페북·인스타 비공개 게시물은 학습 제외,0
508,IBM “생성형 AI에서 발생한 저작권 문제 책임지겠다”,0
509,IT기업 66% 구직난…“필요한 인재 뽑기 힘들다”,0
510,브릭메이트 문서 AI 솔루션 '스냅닥스AI' 올해 출시,0
511,국채금리·국제유가 하락… 빅테크·반도체 기술적 반등 [美 증시 & IT],0
512,MS '빙' 검색엔진 애플에 넘기려 했다,0
513,"[인터뷰] 전인호 VM웨어 지사장 ""AI기술 전 산업 영역에 활용할 적기""",0
514,"[인터뷰] 라구라구람 VM웨어 CEO ""韓기업 클라우드 수요 높지만...""",0
515,메타 생성형 AI 챗봇 공개…스포츠·할리우드 스타와 대화 가능,0
516,중소·중견기업 마틸다AI로 쉽게 AI 만든다,0
517,네이버 AI 서비스 뭐가 다르지?…창작은 '클로바X' vs 검색은 '큐:',0
518,메타 MR 헤드셋 퀘스트3 공개…AI 비서 '메타AI'도 선봬,0
519,AI 핵심은 보안…60개 기업 얘기듣고 프라이빗 AI 만들었죠,0
520,"'플랫폼' 변신하는 VM웨어…전인호 지사장 ""프라이빗 AI 생태계 구축""",0
521,KT 음성·영상에 AI 입힌다…고인 목소리도 복원,0
522,[인터뷰] 30년 인텔맨이 韓 스타트업 합류한 이유… 빌 레진스키 퓨리오사AI 고문 “AI 반도체 시대엔 스타트업이 대기업보다 빨라”,0
523,인스타에 들어간 'AI 비서'…MS 빙 검색으로 최신 답변,0
524,저커버그 머스크와 현피 안하고 애플 겨냥한 VR 기기 내놨다,0
525,"[K-AI 열전①] ""한국지형에 강하다""…독자 AI로 구글·MS에 맞선 네카오",0
526,AI 챗봇 경쟁 가속…메타 SNS에서 묻고 답하는 '메타 AI' 공개 (종합),0
527,"VM웨어 CEO ""브로드컴과 시너지 꾀할 것…`프라이빗AI` 수요 많아""",0
528,NIA “정부 초거대 AI 구축 오픈소스 검증·자원 지속성 확보 등 숙제”,0
529,SKT “글로벌 AI컴퍼니 도약…투자 비중 3배로 늘릴 것”,0
530,美 빅테크 제품 '생성 AI'로 더 똑똑해졌다,0
531,[워크데이 라이징] 워크데이 새로운 생성AI 서비스 발표…업무 프로세스 간소화,0
532,"[워크데이라이징] 워크데이 AI·ML 역량 발표…""비즈니스 발전 돕겠다""",0
533,메가존 멀티클라우드 CMP '스페이스원' 대규모 업데이트,0
534,"멀티 클라우드 강자 VM웨어 ""프라이빗 AI 혁신 제공할 것""",0
535,"VM웨어 CTO ""프라이빗AI로 생성형AI 도입·활용 자유롭게""",0
536,SKT가 AI에 사활 건 이유는?[이코노Y],0
537,[서울형 R&D] 코어라인소프트 이재연 부사장 “CT 영상 속 데이터를 분석합니다”,0
538,"[워크데이라이징] 제임스 카메론 생성AI 창작에 한계 있어…인간의 창의성 중요""",0
539,클라우드 통합관리 플랫폼 '스페이스원' CSPM 출시 예정,0
540,"메가존 팝스 기업 SaaS 운영·관리 혁신 이끌 것""",0
541,4천자 보고서 AI로 한번에 작성하세요,0
542,토종 中企가 개발한 챗GPT 대항마 '루시아' 관심↑,0
543,'한국어 문서' 잘 쓰는 AI 업무 도우미로 발돋움,0
544,SK텔레콤 ‘글로벌 AI 기업’ 도약 선언…AI 투자비중 3배로 늘린다,0
545,"'에이닷' 내세운 SK텔레콤…""글로벌 AI 기업 도약할 것""(종합)",0
546,SKT 나만의 개인비서 ‘에이닷’ 정식 출시… “AI 투자 늘려 글로벌 시장 선도할 것”,0
547,"SK텔레콤 유영상 ""AI 골드러시 시작…통신사에 기회""",0
548,구글 “아시아 지역 사이버보안 취약…AI 적극 활용해야”,0
549,"카카오 ""생성형 AI로 만든 이모티콘 입점 제한""",0
550,모빌리티 슈퍼앱 전쟁 서막…무기는 모두 ‘AI’,0
551,딥엑스 美 ‘AI 하드웨어 서밋’서 반도체 기술 발표,0
552,네이버만의 AI 생태계 노하우…美·中 못잡은 틈새 시장 공략,0
553,KISA “AI 활용해 국민안전 지킬 아이디어 찾아요”,0
554,KISA 2023년 AI+시큐리티 아이디어 공모전 개최,0
555,KISA 2023년 AI+SECURITY 아이디어 공모전 개최,0
556,업스테이지 다나와·에누리에 생성형 AI 서비스 도입,0
557,비타소프트 'AI융합 불법품 판독시스템' 미국 진출 추진,0
558,카카오 생성형 AI로 만든 이모티콘 입점 제한 유지,0
559,업스테이지 커넥트웨이브와 생성형 AI 서비스 도입,0
560,구글·미국 정부 반독점 소송 돌입···IT업계 사업 영향 촉각,0
561,한국데이터산업협회 데이터사업자 신고업무 11일부터 운영,0
562,SaaS형 전자결재 왜 도입해야 할까…12일 웨비나 개최,0
563,GPU 가상화기술로 초거대 AI 개발비용 절감 [잇피플],0
564,가짜뉴스 AI시대에는 어떻게 될까[김현아의 IT세상읽기],0
565,SKT '만능 비서' 출격…AI 전쟁 본격 참전,0
566,김영섭號 KT 첫 투자는 AI 스타트업,0
567,글로벌 한국어 AI 번역 전쟁… 독특한 글맛은 아직 먼 길,0
568,AI가 곧 의사 대체하나…유방암 진단 전문의보다 정확해,0
569,시범 서비스서 업무용 AI로…구글·MS 등 유료화 전쟁,0
570,[인터뷰]최은수 인텔리빅스 대표 “비전AI 기술로 세상을 더 이롭게”,0
571,인텔리빅스 '2023 한국건설안전박람회'서 비전AI 솔루션 선보인다,0
572,“초거대 AI 생태계 확장” KT AI 스타트업과 협력 강화…업스테이지·콴다에 200억원 지분투자,0
573,AI용 데이터 멀티모달 더 모아달라,0
574,라온메디 의료 AI 연구개발 ‘벤처기업인증’ 획득,0
575,"[NEMO2023] ""무엇이든 쉽게 하는 세상…'AI+데이터' 결합 필수""",0
576,"[KCSF2023] 옵스나우 ""멀티LLM 연동해 기업용 AI챗봇 시장 공략""",0
577,알체라 급성장 인도네시아 AI시장 겨냥 현지기업과 협력,0
578,AI 기반 모빌리티 기술 전시카카오모빌리티,0
579,생성AI 엔진 끼우는 ‘카카오T’...내년 더 똑똑해진다,0
580,카카오 AI가 여행 코스 추천해주고 택시 호출까지?…AI가 모빌리티와 만나면,0
581,"텐센트 초거대 AI 모델 '훈위안' 공개…""매개변수 1000억개 이상""",0
582,챗GPT 방문자 수 3개월 연속 줄어…여름 방학 영향 인기 계속,0
583,"알렉스 싱클레어 GSMA CTO ""글로벌 통신사 합작 API 연내 출시"" [IT돋보기]",0
584,안랩 '지속가능성을 위한 IT기업의 노력' 주제로 환경 교육,0
585,[NEMO2023] 장소 예약·경로 추천 '뚝딱'…생성형AI 품는 카카오모빌리티,0
586,"카카오모빌 ""내년 상반기까지 모빌리티 특화 생성AI 엔진 구축""(종합)",0
587,카카오 모빌리티 특화 AI 구축,0
588,[NEMO2023] 전세계 20억 이용자 ‘스플리트’ AI 모빌리티 수퍼앱 기대감,0
589,초거대AI 확산 위해 데이터 구축 가속…`AI 데이터 융합 네트워크` 출범,0
590,삼성전자보다 큰 덩치 中 ‘텐센트’…자체 AI 모델 공개,0
591,"[KCSF2023 ] KT클라우드 ""AI 혁신 인프라 주도...혁신 역량 강화""",0
592,한컴지니케이 AI가 심사하는 '한국어 말하기 대회' 개최,0
593,"지금은 초거대 AI 시대…""데이터 경쟁력 확보 못하면 주권 뺏긴다""",0
594,IT·CT 결합 '디지코 전략' 빠르게 추진,0
595,KT AI 풀스택 '마지막 퍼즐'은 업스테이지…풀스택 생태계 완성,0
596,[AWC 2023 in 부산] “AI 韓 가전·반도체·클라우드 업계 활성화할 것”,0
597,초거대AI 전원만 꽂으면 사용···새 생성AI 시대 열어,0
598,데이터 기반 고객경험 브랜딩···'더 PR 포럼 2023' 15일 열려,0
599,델테크놀로지스 '델네이티브엣지' 공식 출시,0
600,"솔트룩스 ""자체개발 LLM 루시아 제조·금융 기업 시장 겨냥""",0
601,디지털플랫폼 정부 전자정부 한계 뛰어넘겠다,0
602,SK플래닛 암표 막는 '블록체인 티켓' 개시,0
603,구글 안드로이드용 새 위젯과 앱 공개...AI 역할 확대,0
604,"구글 ‘픽셀8 프로’ 이렇게 나온다…""뒷면에 온도 센서 추가""",0
605,"생성 AI 시대 못 따라가는 DMA…""국내 규제 논의 신중 접근""",0
606,AI는 폭풍전야…MS 코파일럿 새 혁신 경쟁 부를 것,0
607,AI로 SKT와 시너지 극대화,0
608,KT 캐나다 벡터硏과 AI개발 속도,0
609,양자컴 해킹도 차단…ETRI 동형암호 가속기 칩 개발,0
610,"美 AI활용 자율 무기체계 구축 검토…""중국에 대응해야""",0
611,암호 안 풀고도 암호화 정보 주고받는다…ETRI 보안 ‘약한 고리’ 보완,0
612,GS네오텍 구글 클라우드 솔루션즈 데이 2023 참가,0
613,에티버스 과기부 주최 ‘클라우드 엑스포 코리아 2023’ 참가,0
614,핑거 이모션웨이브와 생성형 AI개발 협력,0
615,카카오 소상공인 디지털 전환 지원 ‘소상공인 지원 통합 사이트’ 오픈…비즈니스 성장 로드맵 등 공개,0
616,"'100개 블록체인 지원' 트러스트월렛 ""B2B 사업자로 도약""",0
617,AI사관학교 예비창업자 위한 '치얼업 데이' 개최,0
618,에티버스 '클라우드 엑스포 코리아 2023' 참가,0
619,'나모 크로스에디터' 4.6 버전 출시…AI 기능 탑재,0
620,엑스페리 ‘커넥티드 엔터테인먼트’ 언제 어디서나 스마트TV·차량 미디어 콘텐츠 즐긴다,0
621,"AIIA 포럼…""AI 알고리즘 4개월마다 2배씩 업그레이드""",0
622,네이버 클로바 케어콜 클라우드 서비스 시작,0
623,장현국 위메이드 대표 ‘KBW 2023’서 기조연설…“블록체인 ‘효용 가치’ 높다”,0
624,구름-카카오 클라우드 기반 학습관리시스템 크램폴린IDE 출시,0
625,한국형 LLM 평가 시스템 나온다…리멤버는 헤드헌팅사 투자 [Geeks' Briefing],0
626,위믹스3.0 블록 익스플로러 ‘위믹스 스캔’ 정식 출시,0
627,IPTV에 AI 더해 추천 정교화…넷플릭스처럼 독자전략 구축,0
628,조폐공사 보안기술 설명회…최신 위·변조방지 기술 공개,0
629,지문 담은 카드로 출근부터 결제까지,0
630,구름 카카오와 협력해 '크램폴린IDE' 출시,0
631,미디어젠 한국형 데이터 구축…질의응담 가능 AI 챗봇 개발 박차,0
632,공공 시스템 '클라우드 네이티브' 전환 본격화에 업계는 기대↑,0
633,부산 사상구에도 대규모 '데이터센터 클러스터' 조성,0
634,스노우플레이크 ‘데이터클라우드 월드투어 2023’ 개최,0
635,22년만에 올뉴 티맵…대중교통·맛집예약 합친 'AI 플랫폼'으로(종합),0
636,위기 맞은 韓 미디어산업…'AI'에서 기회 찾는다,0
637,티맵 ‘AI 플랫폼’으로 탈바꿈...“숙소ㆍ맛집 예약까지”,0
638,"디플정 출범 1년 맞은 고진 ""초거대AI로 공공 혁신 나설 것""",0
639,퀀텀 하이브리드 클라우드 데이터 통합 관리 플랫폼 발표,0
640,삼성전자 “가전에 생성형 AI 접목”,0
641,베스핀글로벌 통합 AI관리 서비스 ‘B2D2’ 출시,0
642,한국기업에 가장 잘 맞는 '생성 AI' 제품 선보일 것,0
643,블록체인 증권 '일대일' 거래 실현 가능,0
644,삼성SDS 레드햇·IBM과 클라우드 사업 협력,0
645,병영일기 쓰면 AI가 軍 장병 마음건강 지킨다,0
646,AI와 함께 만든 책 괜찮을까[김현아의 IT세상읽기],0
647,“1989년 6월 베이징서 무슨 일?”…침묵한 中 AI ‘어니봇’ 왜,0
648,20년 지킨 검색시장 AI로 한방에 바뀐다는데...해외기업에 뺏기면 어떤 미래가,0
649,5초만에 업무처리… AI 상담원 단순노동 분담한다,0
650,삼성전자 AI 소프트웨어용 ‘가우스·가이스’ 상표 출원…생성형AI 속도내나,0
651,챗GPT로 멘털까지 케어…통신사 불붙은 AI 경쟁,0
652,이스트소프트 협업툴 서비스 접고 AI 집중,0
653,AI가 만든 '이모티콘'으로 돈 번다고? 카톡 입점 제한 유지,0
654,[KCSF2023] NHN클라우드 AI·공공 클라우드 수요 잡는다,0
655,구글·메타처럼 'AI 연구소' 내세운 美 기업들,0
656,SaaS 전환 주도 나선 디플정위… 공공 클라우드‧보안 변화,0
657,챗GPT로 매출 35배 ↑…수익화 시동 거는 오픈AI[AI토피아],0
658,AI 역사 챗GPT 전후로 갈려…알파고보다 큰 30년 만의 혁명,0
659,韓 인터넷 커뮤니티 에펨코리아 챗GPT 학습 차단,0
660,기업용 챗GPT 나왔다 … B2B 경쟁 '후끈',0
661,한국형 챗GPT ‘클로바X’ 써보니…챗GPT 모르는 한국 지식 ‘척척’,0
662,네이버판 챗GPT 발표에 '뉴스 사용료' 신경전,0
663,[PLAY IT] K-챗GPT ‘클로바X’ 한국인 가려운 부분 긁어주네,0
664,삼성전자 입사하려면? 물었더니…챗GPT vs 클로바X 대답은 [조아라의 IT's fun],0
665,[DD퇴근길] 과기정통부 알뜰폰 도매의무 '공란'…아마존 챗GPT 경쟁사 지원,0
666,챗GPT 이제 보고 듣고 말할 수 있어…AI 통한 범죄 우려도 제기,0
667,이젠 음성 대화도 나눈다…'말문' 트인 챗GPT,0
668,드디어 말문 트인 챗GPT… 사람처럼 대화하며 묻고 답한다,0
669,아마존 챗GPT 라이벌 앤트로픽에 40억달러 투자…생성형AI 경쟁 가열,0
670,아마존 챗GPT 라이벌 앤트로픽에 5조3천억 투자…AI 경쟁 가열,0
