title,topic_idx
“조선업계•기자재 업계는 에코십 연비 효과 주장만 말고 검증을 해 보여야”,2
삼성 해양플랜트 사업 역량 고도화 위해 美에 해양 엔지니어링 합작사 설립 ,2
금년 말에는 전 세계 조선소의 약 절반이 일거리 바닥나,2
그리스 선주 Coustas는 왜 에코십을 씹는가?,2
2012 중국 대련 국제 해사 전시회 한국관 참가 ,2
9월 말 현재 옵쇼어선 발주 금액이 전체 투자 금액의 31.8% 차지,2
현대중 옵쇼어 부문 힘 빠졌나?,2
드릴십이 금년 첫 9개월 간 신조선 발주 금액의 31.8% 차지,2
부산대 조선해양플랜트글로벌연구센터 ABS와 조선해양공학 연구 협력 확대 MOU 체결 ,2
부산대 조선해양플랜트글로벌연구센터 세화E&T와 산학협력 조인식 ,2
해군 3천 톤급 잠수함 9척 확보 추진 ,2
실제 건조 작업 조선사 수 4년 전 비해 40% 이상 감소,2
한국 신조 수주 세계 1위 ,2
Danmarks Skibskredit 신조선가 내년에 10%~15% 하락 전망,2
“2년 후엔 세계 조선업계 고난의 행군 끝난다”,2
중고선이 빠르게 늙어가고 있다,2
국내 조선업계 9월 중 15척 412546 cgt 24억 7900만 달러 수주,2
270 평방마일의 싱가포르는 38623 평방마일의 한국에 얼마나 큰 위협인가?,2
한진중 임단협 잠정 타결....파업·투쟁일변도서 환골탈퇴 한 노조 결단이 큰 뒷받침 ,2
STX그룹 대규모 자본유치 본격 추진 ,2
친환경선 중심의 상선 발주수요 늘어나는 추세,2
LNG선 오더북 금년 첫 8개월 간 28% 대 증가,2
[이트레이드 증권 박무현 조선산업 리포트],2
삼성重 봉사활동도 '글로벌'… 印度서 학교지원 ,2
운임 하락 전망에도 신조선 상선발주는 증가 ,2
조선업 수익성은 선가와 수주경쟁강도의 함수,2
중국 조선업의 빈자리 노리는 일본 조선업,2
세계 최대 선주 기구 “조선업계는 바닥 가격 오퍼 말고 사업 다각화 하라” ,2
여전히 중국 조선업을 두려워하는가?,2
강덕수 STX그룹 회장 APEC서 자원외교 적극 펼쳐 ,2
무역보험공사 국내 조선업계 수주 지원 로드쇼 개최,2
LR 에코십 디자인의 연료 절약 효과 무조건 믿지는 말아야,2
사업 다각화의 결과는 조선 업체마다 다르게 나타나,2
 고유가는 해양플랜트와 친환경선박 수요 모두 이끈다,2
대양조선 내년부터 해양작업 지원선 본격 건조 ,2
“신조선 발주량 2012년 바닥 찍고 2013년에는 반등”,2
대우조선해양 해양플랜트 건조 기술력 ‘명불허전’ ,2
1/5만 지도의 백사장은 현재 울산 현대차 공장이다,2
“조선업체들에게 희망의 태양 솟아 오를 날 멀지 않았다”,2
日 나무라조선 “모 한국 조선소 인수하려 했었다”,2
[발행인 코멘트] 造船은 엘리트들을 갈구한다,2
신조 선가와 발주의 상관 관계에 대한 Clarksons의 생각은 좀 다른 것 같다,2
EEDI도입으로 상선시황은 중형선 중심으로 회복될 전망,2
금년 해체 물량 작년 수준 능가할 듯,2
2012 신조선 시장 10년 만에 최대 흉년 될 듯,2
조선업계 수주 허기로 선가 인하의 문 활짝 열려,2
유럽에서 해상 풍력 에너지 시장 성장 가능성 가장 큰 곳은 영국 북해,2
선주들이 현 시점에서 신조선 발주 망설이는 이유는?,2
1901년 이후 상선시황은 12번의 싸이클 경험,2
조선업 기술력 경쟁은 EEDI를 중심으로 전개될 전망,2
Safe Bulkers “신조 선가 금년 말까지 15% 또는 그 이상 하락”,2
경기 불확실성은 중국 조선산업 구조조정을 촉진 시킨다,2
Scorpio Tankers의 신조선 발주도 결국 연료효율성,2
STX다롄 ‘세계 최대’ 초대형 광물운반선 인도 ,2
조선업에서 가격 지표는 후행적인 요소,2
STX다롄 美 노블社에 드릴십 인도,2
브라질 OSX Acu 21년 만기 13억 달러 융자 받아,2
상반기 중 아시아 조선소 수주 실적 지난해 동기 비 49.7% 감소 ,2
6월 말 글로벌 오더북 6개월 전 보다 22.3% 감소,2
신조선 투자 패턴 크게 변했다,2
상반기 글로벌 신조선 발주량 작년 동기 대비 42%에 그쳐,2
 10년 된 배가 젊어 보이는가? ,2
현대중 조선해양 총괄 사장에 김외현 부사장 임명 ,2
ICS WP6에 정부 차원의 조선 업계 지원 우려 전달,2
삼성중공업 닝보 블록 공장 신조선 시장 데뷔,2
박무현 연구원 “지금은 한국 조선업에 대한 관심 높여야 할 시기”,2
 기존 선주리스트는 버려도 좋다,2
[박무현 이슈 코멘트] “속도 낮고 연비 높은 선박의 건조는 한국 업체만 가능”,2
“케이프 사이즈 선을 사는 것이 복권을 사는 것인지도 모르겠다” ,2
“中 중소 조선업체들 사실상 스크랩된 설비에 불과하다”,2
30 Voyagers! 로얄캐리비안 보이저호 승선 체험단 모집  ,2
 세계조선업계의 Apple은 누가 될 것인가?,2
STX조선해양 러 국영 USC社와 LNG선 공동 수주 위한 조인트벤처 설립 합의,2
금년 첫 5개월 중 신조선가 지수 3.7% 하락,2
금년 첫 5개월 신조선 발주 금액 작년 동기 보다 47.4% 줄어,2
글로벌 오더북 작년 말 비해 19.0% 감소,2
우리나라가 제안한 '선박통신 네트워크 보안기술' 국제표준안으로 채택돼,2
한국은행 “조선 시황 2013년 4분기에 저점 기록 후 회복세로 전환” ,2
“에코 선박의 위력 용선료와 중고선 가격에서 크게 발휘될 것”,2
삼천리ES 대우조선해양과 ESCO사업 추진,2
Evergreen 울트라 컨테이너선 10척 건조 물 건너가나?,2
해외 기지 보유 한국 조선업체들 가격 경쟁력 불황기에 더욱 돋보여,2
국토부 글로벌 녹색선박기술 국제표준 선도 나선다 ,2
Posidonia에 갔던 CEO들 빈 손으로 돌아오다,2
중국 소재 대우조선 블록제조업체 신조선 사업 잠정 중단,2
중국의 두 번째 LNG선 건조사는 DSIC,2
경기도-독일 해양선박협회 국제 협력업무협약 체결 ,2
대우조선해양 세계 최대 호화 페리선 명명 ,2
STX 중국 다롄에 오케스트라 선물,2
조선업 2013년 세계 상선 발주량 전년 대비 47% 증가 예상,2
친환경 벌크선 신조 가격 혼조세 ,2
현대중공업 13100 teu급 MSC Regulus호 인도,2
STX OSV 우선협상자로 사실상 Fincantieri-Carlyle 컨소시엄 선정,2
국내 주요 조선사들 Posidonia 해양박람회 참가 예정,2
금년 첫 4개월 중 발주된 벌크선·’컨’선은 모두 아시아 조선소들이 수주,2
1월~4월 신조선 발주 자금 작년 동기 비 44.8% 감소,2
금년 첫 4개월 신조선 시장엔 PC만 보였다,2
신조선 오더북 중 벌크선이 57.0% 차지,2
상선 역사상 가장 큰 초대형 교체 사이클이 오고 있다,2
한-노르웨이 친환경 조선ㆍ해양플랜트 산업 활성화 방안 등 논의,2
한·중·일 3국 조선 업계 동병상련,2
“해양에 올인 하다 소중한 상선 건조 경험 잃어버릴라”,2
 “가장 우려되는 건 너무 해양에 올인 하는 것”,2
 30년 뒤에도 살아있을 조선업체는?,2
 일본 조선업이 망한 이유...,2
“상선사이클 다시 시작하나?”,2
조선 빅 3가 불황에도 공황장애 일으키지 않는 이유는?,2
삼진 조선 지난해 131억 원 적자,2
금년 1분기 중 발주된 고 부가가치선 우리나라가 독점,2
한진重 수빅조선소 美 해군 유지보수 협정 체결,2
철강업계가 더 어려우냐 조선이 더 어려우냐,2
대우에 발주된 Maran Gas LNG선 2척 가격은 척 당 약 2억 달러 수준,2
STX조선해양 캐나다에 조선소 노하우 수출한다,2
금년 1분기 신조선 발주 실적 참담한 수준,2
Vale Beijing호 안전 점검 위해 2주 내 STX조선해양으로 귀향,2
삼성중공업 조선소 현장 사원도 영어로 대화 '술술~',2
조선업에 대한 시각이 변하고 있다,2
[BRS Annual Report] 글로벌 오더북 납기 2012년으로 집중,2
BRS '빅' 4 금년 수주 금액 전년 비 7% 증가 예상,2
“중국은 시장 드라이버에서 컨트롤러로 바뀌고 있다”,2
삼성중공업 cgt 기준 오더북 1위 마크 ,2
2월 중 신조선 발주에 60억 달러 투자,2
신조 선가 지수 8개월 연속 하락,2
2월 말 현재 글로벌 오더북 5760척 3억 4940만 dwt,2
조선 경기 회복에 최소 3년 소요,2
삼성중 브라질 EAS 도움 요청에 “일 없다”,2
STX유럽 초대형 크루즈선 새 주인 찾았다 ,2
영국 조선업계 왜 발칵 뒤집혔나?,2
2월 수주 실적 중국에 크게 앞서,2
“세계 조선 업계 아직 고통 더 받을 것”,2
Nexus “삼성중공업 FPSO 1척 용선 계약 체결 가능성 있다”,2
대우조선해양 “Seadrill에게 인도 지연금 잔액 못준다”,2
“앞으로 건조 원가에 변동 생기면서 신조선 가격 대폭 조정될 것”,2
한•중•일 3국 전 세계 신조선 인도 척 수의 92.5% 차지,2
우리나라 지난해 전 세계 발주 금액의 53% 차지,2
신조선 시장에 3개월 연속 돈이 자취를 감추어버렸다,2
신조선가 지수 7개월 연속 하락,2
1월 신조 발주량 27척 200만 dwt에 그쳐,2
“중국 조선업계 선주들 끌려면 MR 탱커 가격 3100만 달러로 내려야” ,2
금년 1월 우리나라 수주량 작년 1월의 3분의 1 수준,2
글로벌 상위 10대 조선사가 지난해 전체 인도 물량의 37% 건조,2
지난 한해 신조선 발주 금액 2010년 보다 9.7% 줄어,2
12월 신조선가 지수 2010년 3월 이후 최저 수준,2
12월 중 신조선 발주량 45척 310만dwt에 그쳐,2
2011년 말 현재 오더북 2006년 말 이후 최저 수준,2
“신조선 파고(波高) 지난해로 피크 끝났다”,2
해양작업지원선(OSV) 신조 가격 상승,2
Yasa Shipping 삼성중 아프라막스 탱커 1척 취소된 듯,2
Sembcorp•Keppel “STX OSV 지분 50.75% 인수 시도한 적 없다”,2
싱가포르 Sembcorp Marine STX OSV 인수 검토,2
DNV “Beijing호 손상은 구조적 문제 때문 아니다”,2
中・日 조선업계 특가 세일로 신조선가 10년 만에 최저 수준,2
조선대 이귀주 교수 고성능 선박 연료절약 부가물 개발,2
우리 조선업계 신조선 수주량 중국 따돌려,2
“경쟁력 뒤진 조선업체들 궁극적으로 구조조정 통해 일정 수준 정리될 것”,2
현대중공업 국내 첫 ‘LNG-FPSO’ 독자모델 개발,2
STX그룹 금년 경영 목표 수주 43조 원 매출 33조 원,2
선체 로봇 정밀 검사 결과 Vale Beijing호 선체 균열 확인,2
中 CAST 2011년 수주 실적 중국이 한국 앞서,2
대우조선해양 건조선 10척 ‘2011 최우수선박’ 선정 영광,2
“향후 10년 간 한국 조선업체들은 2차 대전 이후 최대 호황 맞이할 것”,2
10월 중 신조선 투자 금액 2011년 들어 가장 낮아,2
다급해진 조선업체들 본격적으로 신조선가 내리기 시작,2
10월 말 현재 신조선 오더북 6451척 3억 9390만dwt,2
신조 드라이 벌크선 인도 척 수 심리적 최후 저지선 1천 척 뚫어,2
대우조선해양 망갈리아조선 살리기 나서,2
“옵쇼어선 무 경험 조선소들 선진국 업체 레슨 받으려 날마다 전화로 채근” ,2
“항속에 대한 강박 관념은 이제 구 세대 유물”,2
“신조선 시장의 적막이 신조선 발주에 더없이 이상적인 기회 제공”,2
이트레이드증권 “조선 빅3 2012년 중 드릴십 23척 135억 달러 규모 수주”,2
클락슨 선가지수 연중 최저치로 하락,2
[공시] 대우조선해양 대우망갈리아 경영정상화 주주협약체결,2
조선업계 그 ‘잔인했던’ 2008년의 사이클 속으로 다시 빠져드는가?,2
이석제 “그린십 건조 기술에 따라 세계 조선•해운 시장 재편“,2
11월 중 우리 조선업계 15척 655515cgt 수주,2
“중국이 한국 따라잡지 못하는 가장 큰 이유는 R&D에 있다”,2
STX Europe 3분기 세전 수익 작년 동기 비 크게 증가,2
Clarksons 신조선가 지수 4개월 연속 하락,2
10월 중 신조선 발주 금액 월 별 기준으로 금년 들어 가장 저조,2
10월 말 현재 전 세계 신조선 오더북 6451척 3억 9390만dwt,2
10월 중 신조선 발주량 80척 230만dwt에 불과,2
세계 최대 해양플랜트 파즈플로 FPSO 종합준공식 개최,2
STX조선해양 두 번째 드릴십 진수 ,2
현대중•대우조선 GTT 인수전 공동 또는 독자 참여 방안 동시 검토,2
“2014년 이후엔 건조 설비 수요 절반으로 줄어들 것”,2
[이석제의 조선업 잡담] “중고선을 보면 시장이 보인다” ,2
현대중공업•대우조선해양 英 군수지원함 사업 최종 후보에 뽑혀,2
군산대 조선공학과 전북 전략산업 전문인력 양성사업에 선정돼,2
“앞으로 노후선 1척 내놔야 신조선 1척 발주할 수 있는 시대 온다”,2
10월 중 글로벌 신조선 수주량 138만cgt,2
[정정 보도] “고압의 가스 연료를 공급하는 장치는 대우조선해양이 독자적으로 개발한 것”,2
STX조선 2천억 원 규모 채권 발행 계획,2
부산 국제조선해양대제전 나흘 일정으로 벡스코서 개막,2
“드라이 벌크선 해체량 내년에 새 기록 세울 전망”,2
금년 인도 예정 선박 중 3분기까지 76%만 인도돼,2
9월 중 발주 선박은 총 63척 220만dwt,2
9월말 현재 글로벌 오더북 6568척 4억 450만dwt,2
9월 중 신조선 투자 금액 28억 달러로 전달 비해 48% 감소,2
신조 선가지수 내림세 지속,2
금년 첫 9개월 수주 실적 척 수는 중국이 앞서고 GT는 한국이 앞서,2
“일반 상선 부문서도 한국 독주 시작되고 있다”,2
우리 조선업계 3분기 수주 실적 거의 더블 스코어로 중국 제압,2
“중국 국책은행들을 경계하라”,2
“지난 20년 간 벌크선•탱크선 디자인 방향 잘못 되었다”,2
STX 이라크 디젤발전플랜트 건설 본격 착수 ,2
STX Europe STX OSV 지분 51% 매각할 듯,2
NOCC 현대중 옵션분 발주 않기로,2
검찰 SLS 전신 신아조선 분식 회계 혐의 조사,2
AHTS 선가 10% 상승,2
현대중공업 최첨단 종합연구동 준공,2
조선인력 98년 이후 처음으로 감소,2
STX 하이닉스 인수 추진 중단,2
8월까지 아시아 조선소들이 수주한 선박은 총 704척에 불과,2
8월 중 미국 선주가 신조선 투자 가장 많이 해,2
신조선가 지수 두 달 연속 하락,2
8월 중 신조선 45척 280만dwt 발주,2
글로벌 오더북 감소세 계속,2
Clarksons  “한국의 특공 전술이 중국의 인해 전술을 제압했다”,2
현대중 “나이지리아 조선소 건립은 사실 무근...해외 조선소 건립 계획 없어” ,2
“조선 설비 가동률 10년 만에 최고지만 머지않아 희생자 다수 나올 것”,2
현대중공업 나이지리아에 70억 달러 들여 조선소 건립?,2
제8회 조선해양의날 21일 인터컨티넨탈 호텔서 개최,2
김관진 국방장관 인니 측에 대우조선 209급 잠수함 선정 요청,2
현대중  EuroBulk와 5천teu급 ‘컨’선 5척 건조 상담 진행 ,2
“대우조선해양 중공업 사관학교 만든다” ,2
“작은 변화가 선박 설계 혁신에 큰 차이를 만들어 낸다“,2
조선 빅4 하반기 2천명 채용 ,2
대우조선 세계 최대 FPSO 현지 첫 원유생산 성공,2
“조선업계 건조 슬롯 채우기 위해 신조선 가격 내리지 않을 수 없을 것”,2
[조회공시] 대우조선 “인도네시아 잠수함 사업 추진 중“ ,2
대우조선 中서 선박 건조 작업 진행,2
[공시] 대우조선해양 9월 1일 기업설명회 개최  ,2
“지금 동남아는 잠수함 도미노 상태...잠수함 수출은 대우조선의 캐시카우,2
[발행인코멘트] Greenest Vessel 大 회전 앞둔 유럽•일본•중국은 지금....,2
대우조선 9월 초 인니 잠수함 건조 양해각서 체결할 듯,2
수퍼 사이클은 끝났다 ; 이제 하산할 때다,2
352억 달러 VS 257억 달러,2
7월중 투자금액 순위 1위는 그리스 선주,2
글로벌 오더북의 75% 상위 46개 그룹이 독차지,2
中 조선소들 선가 내려서라도 수주하려고 안간힘,2
현대중서 건조 중인 9600 teu급 4척 리세일,2
“한국 조선은 강건하다 ; 왜 두려워하는가?“,2
[공시] 대우조선해양 “캐나다 군함도입전략 프로젝트 입찰 참여” ,2
[공시] 대우조선해양 “대경기계 인수 검토 중” ,2
“하반기 신조 시장은 중국이 득세” ,2
“아시아의 크루즈 공습에 유럽이 떨고 있다” ,2
“2007년 이전 사이클과 한국 조선업은 다르게 봐야한다”,2
“선박 건조의 새章은 이미 열렸다” ,2
정부 친환경선박 건조 의무화 법령 준비 ,2
대우조선 캐나다 조선소 인수전 참여 길 열려 ,2
中 글로벌 오더북 점유율 38.4% ,2
6월 중 신조선 발주 금액은 90억달러 ,2
5월 이어 6월에도 신조선가 지수 소폭 상승 ,2
6월 중 ‘컨’선이 가장 많이 발주돼 ,2
“오더북 규모 증가 소폭이지만 침체 고비 넘기는 중대한 첫 걸음” ,2
상반기 中 신조선 인도량 한국 보다 많아도 인도 금액은 뒤져 ,2
[공시] 대우조선해양 & 현대중공업,2
[공시] 대우조선 캐나다조선소 인수 확정된 바 없다,2
우리나라 상반기 신조 수주 세계 1위 ,2
대우조선해양 캐나다 조선소 인수전 참여,2
바람 저항 10% 줄일 수 있는 시스템 日서 개발 ,2
STX OSV 지분 매각 통해 2억3500만달러 확보 ,2
전 세계 시추선 오더북 600억달러 상회 ,2
대우조선 남아공에 수리조선소 설립? ,2
금년도 그리스 선주들 신조선 발주 금액 작년 수준 상회 전망 ,2
“금년도 ‘컨’선 발주 금액 2008년 수준 가볍게 능가” ,2
1~5월 중 우리 조선업계가 수주한 선박의 52%가 ‘컨’선 ,2
금년 첫 5개월 동안 신조선 투자 금액은 396억달러 ,2
5월 신조선 발주 실적 다른 달에 비해 부진 ,2
‘컨’선・LNG선만은 오더북 규모 늘어났다 ,2
케이프사이즈선 가격이 가장 많이 떨어져 ,2
전 세계 오더북 5년 만에 최저 수준으로 하락 ,2
STX 러시아 10억 달러 규모 신규 조선소 건설키로 ,2
“‘한국 조선소들 연비 효율 무시’는 사실 아니다” ,2
Deutsche Bank 금년 중 전 세계 신조선 발주 금액 10% 증가 예상 ,2
CSBC “신조선 발주 향후 18개월 이내에 되살아난다” ,2
“Gerry Wang 중국 조선업계엔 신임장 주고 한국엔 잽을 날렸다” ,2
“LNG선 비중 높은 조선사 영업 이익률이 비중 낮은 조선사 보다 낮다”,2
“노르웨이 선주가 4월 발주 금액의 48% 투자” ,2
KOTRA 유럽최대 ‘노르쉬핑 박람회’에 한국관 참가 지원 ,2
“신조선가 아직 바닥에 이르지 않아” ,2
브라질 “2020년까지 탱커 및 드릴십 척 수 3배로 늘리겠다” ,2
STX STX중공업 2대 주주 ,2
“日 조선업계는 선박 사양 변경에 보다 더 유연하게 대처해야” ,2
STX그룹 ‘STX 미래연구원 (STX Future Institute)’ 설립,2
Nor-Shipping 2011 현지 시간 23일 개막,2
대우조선 印尼 국영조선소 DKB와 수주 협력 등 MOA 체결,2
우리나라 제안 선박통신기술 국제표준 채택 ,2
Gerry Wang “아시아 지역 조선소들 원가 부담 선가에 전가 시키지 못할 것”,2
4월 신조선 발주량 2 3월 보다 약간 증가 ,2
4월 중 신조선 투자 금액 3월 보다 10.1% 증가 ,2
전 세계 오더북 점유율에서 중국이 여전히 1위 차지 ,2
4월 신조선가 지수 전달과 동일 ,2
대우조선해양·만 디젤 & 터보 대형 상선용 친환경 선박 엔진 공동 개발,2
대우조선해양 남상태 사장 테일러경영CEO상 수상,2
中 2015년까지 세계에서 가장 질 좋은 선박 만드는 나라? ,2
대우조선해양 오만 수리조선소 첫 결실 ,2
韓 조선업계 4월 중 전 세계 신조선의 64% 수주 ,2
Nor-Shipping 2011에 국내 8개 조선소 임원들 참가 예정 ,2
“고부가가치선 시장에 중국은 없다“,2
“신조선 시장 반전(反轉) 무드 고조되기 시작” ,2
부산시 해양플랜트산업 육성전략 공청회 개최...부산지역 해양플랜트 산업 발전 방안 제시돼  ,2
남 조선협 회장 “해양플랜트 업체 간 공조·공유 방식 협회 차원서 모색“,2
포스코ICTㆍ 해양시스템안전硏 해양산업+IT 접목 상호협력 MOU ,2
中 신조선 수주 동력 눈에 띄게 떨어져 ,2
日 3월 건조선 중 자국 선주 인도율 51.6% ,2
中 신조선 오더북 점유율 여전히 1위 ,2
금년도 신조 시장 특징은 고가 첨단 선박 발주 증가세 ,2
신조선 오더북 26개월 연속 감소세,2
3월 중 신조선 투자 금액 2월 비해 63.4% 감소 ,2
신조선가 지수 소폭 하락 ,2
3월 중 인도량 127척 870만dwt ,2
3월중 발주된 신조선 61척 중 20척이 ‘컨’선 ,2
“건조 협상 끝낸 선주들 선가 추이 예의주시하면서 발주 시기 저울질” ,2
올 1분기 조선산업 수주 세계 1위 ,2
클락슨 “신조선가 더 내려갈 여지없다” ,2
“조선설비 실질적 감축 필요하지만 문제는 중국”,2
우리나라 1분기 신조 수주량 1년 만에 중국 앞서 ,2
Luken “생존 위해 핵심적인 발전 시장에 주력해야” ,2
금년 2월 신조선 발주 금액이 월별 기준으로 2008년 9월 이후 최다 ,2
Wartsila 새 풍력 터빈 설치선 개발 ,2
“STX건설 루머 따른 STX조선 주가 하락은 비정상적”,2
㈜STX·STX조선해양 신임 대표이사 선임 ,2
Vantage Drilling 대우조선이 수주한 드릴십 2척 건조 감독 맡아 ,2
삼성중 수주잔량 195척.820만6천cgt ,2
한.중 신조선 오더북 점유율 격차 5.8% ,2
신조선가 지수 소폭 하락 ,2
“신조 가격과 후판 가격 사이 상관관계 생각보다 명쾌하지 않아” ,2
“프로젝트 따라 LNG선 시장보다는 LNG FPSO 매출이 더 커지는 현상 나타날 것,2
울산 소재 5개사 ‘2011 터키 유러포트 조선 박람회’ 참가 ,2
Saverys 회장 “한진중 필리핀으로 방향 튼 데 감명 받았다”,2
“日 강진 국내 조선업계에 미칠 영향 예상 보다는 약한 편” ,2
“조선 부문 일본 지진으로 인한 수급 측면 변화 크지 않을 것”,2
국내 조선업계 후판 공급에 비상등 ,2
“2분기 이후 협상하는 선박의 경우 선가 인상 예상”,2
“STX조선해양과 중국 Jinagsu Rongsheng 비교되네” ,2
(주)티엠에스 기술연구소 3800TEU ‘컨’ 경제선형 개발 ,2
신조선 시장 양극화 현상 뚜렷...우리 조선소들 특유의 강 스파이크 작렬,2
21세기조선 34000dwtt급 화물운반선 명명식,2
우리 조선업계 2월 수주량 1월 보다 2배 증가,2
주한 EU상의 부산사무소 신임 이사 “부산경남 지역 해양 조선 산업 활성화 노력” ,2
“아시아의 세계 조선 시장 지배력 완성 단계 왔다”,2
“우리는 지금 해운 조선산업의 대 혁명을 목격하고 있다”,2
STX 장학재단 2011년 장학생 42명 선발,2
오더북 규모 1~6위 우리 조선사들이 차지,2
2월 1일 현재 오더북 점유비 中 38.3% 한국 31.7% ,2
1월말 현재 신조선가 지수 전월비 0.4 포인트 하락 ,2
1월중 발주량 작년 1월에 비해 59.2% 감소 ,2
오더북 규모 지속적으로 매월 조금씩 감소 ,2
한국산업단지공단 부산지사 18일 조선·해양플랜트 산업 육성 세미나 개최 ,2
1월 중 3대 지표 기준 한·중 간 격차 더 벌어져,2
경총 “한진중 노조 경영정상화 위해 함께 노력하라”,2
철강가격 인상 중국 조선업계에는 재앙...우리에겐 축복,2
“조선 해운 산업의 새로운 파도가 모습을 드러내기 시작했다”,2
“올해 신조 수주 감소세 지속 전망” ,2
“지난해 신조선 발주 금액은 中이 110억달러로 최고 그리스는 108억달러” ,2
부산 조선해양 공동브랜드 KSEG 160억 수출계약 ,2
“日 조선업체들 생존의 길 일본 바깥에서 찾는 것도 한 방법” ,2
대우조선 인수보증금 반환소송 1심 공판 연기,2
이석제의 희망의 메시지-“Don't worry be happy”,2
中 조선업계 위안화 수주 증가 추세지만 절상 속도 빠르면 가격 경쟁력 약화 ,2
이석제 중소형 선박에서 길을 찾다,2
“금년 중 전 세계 신조선 발주량 4% 증가...수주실적 1위 탈환 가능”                    ,2
“지난해 중국 선박 찍어내다시피 했다” ,2
작년 선박·조선기자재 수출 498억 달러,2
STX 사회복지공동모금회에 20억 원 기탁,2
“지금 컨테이너 시장에서는 거시적 목적과 미시적 목적이 충돌하고 있다” ,2
이석제 “금년도 수주전서 국내 대∙중소형 조선업체들이 수혜 독차지 할 것”,2
대우조선해양 세계최초 대형 상선용 냉간 곡가공 공법 개발,2
“지난해 발주 증가의 주요인은 낮은 선가”,2
“한국 조선 예상보다 더 오래 주도권 행사할 수 있다”,2
대우조선 지난해 최우수선박 9척 배출...최고 명품 조선소 이미지 강하게 각인,2
“우리 조선업계 금년에는 중국 제압한다”,2
“한국 조선 이제 1세대의 노력만으로는 경쟁력 확보할 수 없다”,2
조선해양 관련 7개 기관 공동 신년인사회 13일 부산서 개최,2
삼성중 수주잔량 1위 ,2
“올해는 ‘컨’선이 조선업계 1위 수주 선종”,2
 大 變革의 새 十 年 한진중공업은 두려움 없이 전진하라,2
“내년도 신규 발주량 5~10% 증가 전망” ,2
“2010년 중 신조선 발주 척 수 총 1678척” ,2
“유럽 조선업계 물량 위주의 조선 되살리겠다는 환상 버려야” ,2
유럽 조선업계 조선협정 체결 협상 중단에 분노와 우려 표명 ,2
대우조선해양E&R 파푸아뉴기니 가스전개발 참여,2
“2011년에도 ‘컨’선 및 옵쇼어선 부문에서는 한국이 중국 압도할 것”,2
‘OECD 신(新)조선협정’ 협상 중단 ,2
“조선・해운업황 상승 흐름 2011년에도 지속 전망” ,2
“중국배가 더 비싸다”,2
“컨테이너선 싸고 가볍게 짓는 것이 능사는 아니다” ,2
“싱가포르는 한국 보다 옵쇼어 부문 가격 경쟁력 없다”,2
“LNG 추진 상선은 5년 내 상용화 ; 원자력 상선 상용화엔 한 세대 걸려” ,2
中 조선협회 “신조 ‘컨’선 수요 강세 ; 벌크선은 발주 저조” 전망 ,2
조선해양 IT융복합 제품 개발 사업 탄력 ,2
“조선은 국가 간의 경쟁이다” ,2
10대 조선소가 전 세계 오더북 38.9% 차지 ,2
11월 1일 현재 중국 일감 5170만cgt 한국은 4540만cgt ,2
10월 중 신조선 발주 금액 30억달러에 불과 ,2
“신조선 수요 증가세 완만” ,2
금년 10개월간 신조선 발주량 작년 한 해보다 135% 많아 ,2
“신조선 시장의 가장 큰 변화는 獨 신조선 투자금 대폭 감소한 것” ,2
“우리 조선업체들 상황 한층 더 개선되었다”,2
“조선 3강 체제 더욱 고착; 기타 조선국들은 변두리 가게로 밀려나”,2
“한국 조선업체는 시대 흐름 따라 비즈니스 관행 바꿔야” ,2
한국은 현장 감독이 필요 없으나 중국은 강력한 감독이 필요해,2
SPP조선해양 OSG 정유운반선 2척 원유운반선으로 변경...납기도 2년 연기해 줘 ,2
한.중 앞으로는 인도 국영 SCI 신조선 수주 어렵게 된다,2
한국선급 오공균 회장 “온실 가스 저감 문제가 해운.조선 업계의 게임체인저” ,2
“中 일부 초보 선주들은 생각도 없이 신조선을 발주하고 있다” ,2
“한국 조선업계는 해운 시황 잘 읽고 있으나 중국은 신경 안 써” ,2
신조선 시장 9월들어 반등세로 돌아서 ,2
오더북 점유율 30위 안에 든 우리나라 조선소는 8개뿐 ,2
전 세계 신조선 오더북 26개월 연속 감소 ,2
“신조선 시장 활동성 ‘컨’선은 오르고 벌크선은 숨고르기로 역동성 이어나가” ,2
9월 중 신조 발주 금액 전 달보다 20.9% 증가 ,2
한.중 오더북 점유율 격차 4%로 벌어져 ,2
해양플랜트 산업 발전 위한 제2회 KOMERI기술·정책 세미나 개최 ,2
“금년 3분기 중 매월 100척 이상의 신조선 발주” ,2
제19차 세계 조선소 대표자회(JECKU) 中서 개최 ,2
STX OSV Holdings 싱가포르 증시 IPO 자료 공시,2
[통계] 금년중 신조선 발주 현황(월별 선종별),2
‘제4회 서울국제해사포럼’ 개최...온실가스 감축 친환경선박 개발 등 논의,2
“중국의 학습 곡선은 참으로 놀랍기만 하다” ,2
올 1월~9월 선박 발주량 전년비 170.7% 증가 ,2
“韓國은 中期的으로 中國 압도하고 왕좌(王座) 계속 누릴 것” ,2
“선주들의 DNA 속에는 발주(發注) 욕구 인자(因子)가 들어있다” ,2
“전 세계 조선해운업 새로운 트렌드 - 연비경쟁” ,2
中 조선업계 수주잔량 사상 최고치 기록,2
 “고부가가치선의 경우는 발주 과열 현상 발생할 수도”-동부증권,2
삼진조선 티피씨코리아에 벌크선 인도 ,2
